i,K_path,Q0_path,Q1_true,Q1_model,active_surface,branch_sign_eff,t_path,s_path
305,4.4655527674472047e+01,4.4655527674469013e+01,1.5799079581162678e+01,1.5799079998391054e+01,blue,1.0000000000000000e+00,4.4655527674470534e+01,1.5170087408478139e-12
306,4.4655527674472104e+01,4.4655527674468956e+01,1.5799079581162690e+01,1.5799079774873466e+01,blue,1.0000000000000000e+00,4.4655527674470534e+01,1.5738521597086219e-12
307,4.4655527674472111e+01,4.4655527674468949e+01,1.5799079581162676e+01,1.5799079745071143e+01,blue,1.0000000000000000e+00,4.4655527674470534e+01,1.5809575870662229e-12
308,4.4655527674472154e+01,4.4655527674468992e+01,1.5799079581162697e+01,1.5799079864280433e+01,blue,1.0000000000000000e+00,4.4655527674470576e+01,1.5809575870662229e-12
309,4.4655527674472168e+01,4.4655527674469006e+01,1.5799079581162690e+01,1.5799079655664119e+01,blue,1.0000000000000000e+00,4.4655527674470591e+01,1.5809575870662229e-12
310,4.4655527674472175e+01,4.4655527674469013e+01,1.5799079581162710e+01,1.5799079834478054e+01,blue,1.0000000000000000e+00,4.4655527674470591e+01,1.5809575870662229e-12
311,4.4655527674472239e+01,4.4655527674468949e+01,1.5799079581162692e+01,1.5799079908983746e+01,blue,1.0000000000000000e+00,4.4655527674470591e+01,1.6449064332846319e-12
312,4.4655527674472275e+01,4.4655527674468985e+01,1.5799079581162680e+01,1.5799080296413823e+01,blue,1.0000000000000000e+00,4.4655527674470633e+01,1.6449064332846319e-12
313,4.4655527674472282e+01,4.4655527674468978e+01,1.5799079581162689e+01,1.5799080162303373e+01,blue,1.0000000000000000e+00,4.4655527674470633e+01,1.6520118606422329e-12
314,4.4655527674472317e+01,4.4655527674469013e+01,1.5799079581162680e+01,1.5799079804675504e+01,blue,1.0000000000000000e+00,4.4655527674470662e+01,1.6520118606422329e-12
315,4.4655527674472324e+01,4.4655527674469006e+01,1.5799079581162683e+01,1.5799079774873181e+01,blue,1.0000000000000000e+00,4.4655527674470662e+01,1.6591172879998339e-12
316,4.4655527674472339e+01,4.4655527674468992e+01,1.5799079581162683e+01,1.5799079849378987e+01,blue,1.0000000000000000e+00,4.4655527674470662e+01,1.6733281427150359e-12
317,4.4655527674472403e+01,4.4655527674469056e+01,1.5799079581162673e+01,1.5799079983489381e+01,blue,1.0000000000000000e+00,4.4655527674470733e+01,1.6733281427150359e-12
318,4.4655527674472481e+01,4.4655527674468978e+01,1.5799079581162689e+01,1.5799079670564826e+01,blue,1.0000000000000000e+00,4.4655527674470733e+01,1.7514878436486470e-12
319,4.4655527674472516e+01,4.4655527674469013e+01,1.5799079581162687e+01,1.5799079730169471e+01,blue,1.0000000000000000e+00,4.4655527674470761e+01,1.7514878436486470e-12
320,4.4655527674472566e+01,4.4655527674468964e+01,1.5799079581162676e+01,1.5799079655663380e+01,blue,1.0000000000000000e+00,4.4655527674470761e+01,1.8012258351518540e-12
321,4.4655527674472594e+01,4.4655527674468992e+01,1.5799079581162678e+01,1.5799079998390201e+01,blue,1.0000000000000000e+00,4.4655527674470790e+01,1.8012258351518540e-12
322,4.4655527674472623e+01,4.4655527674469020e+01,1.5799079581162689e+01,1.5799080072895951e+01,blue,1.0000000000000000e+00,4.4655527674470818e+01,1.8012258351518540e-12
323,4.4655527674472623e+01,4.4655527674469020e+01,1.5799079581162685e+01,1.5799080072895951e+01,blue,1.0000000000000000e+00,4.4655527674470818e+01,1.8012258351518540e-12
324,4.4655527674472623e+01,4.4655527674469020e+01,1.5799079581162680e+01,1.5799080072895951e+01,blue,1.0000000000000000e+00,4.4655527674470818e+01,1.8012258351518540e-12
325,4.4655527674472637e+01,4.4655527674469006e+01,1.5799079581162673e+01,1.5799079983488870e+01,blue,1.0000000000000000e+00,4.4655527674470818e+01,1.8154366898670560e-12
326,4.4655527674472673e+01,4.4655527674468971e+01,1.5799079581162660e+01,1.5799079998389917e+01,blue,1.0000000000000000e+00,4.4655527674470818e+01,1.8509638266550610e-12
327,4.4655527674472694e+01,4.4655527674468992e+01,1.5799079581162685e+01,1.5799079834477258e+01,blue,1.0000000000000000e+00,4.4655527674470846e+01,1.8509638266550610e-12
328,4.4655527674472737e+01,4.4655527674469035e+01,1.5799079581162676e+01,1.5799080072895666e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8509638266550610e-12
329,4.4655527674472829e+01,4.4655527674468942e+01,1.5799079581162678e+01,1.5799079298034943e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.9433343823038740e-12
330,4.4657239804580406e+01,4.4653815544361365e+01,1.5799303255831465e+01,1.5798680374858865e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.7121301095208707e-03
331,4.4674523963429110e+01,4.4636531385512662e+01,1.5801564734730691e+01,1.5794642916408410e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8996288958224028e-02
332,4.4691820402004033e+01,4.4619234946937738e+01,1.5803832188434622e+01,1.5790593830952904e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.6292727533147939e-02
333,4.4727696656553270e+01,4.4583358692388501e+01,1.5803291726852981e+01,1.5782173402930486e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,7.2168982082384758e-02
334,4.4766003764707634e+01,4.4545051584234137e+01,1.5802402748589309e+01,1.5773144961273719e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.1047609023674809e-01
335,4.4804325464207174e+01,4.4506729884734597e+01,1.5801512817793501e+01,1.5764076093637303e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.4879778973628888e-01
336,4.4842656942104234e+01,4.4468398406837537e+01,1.5800622453709421e+01,1.5754966770573507e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8712926763334892e-01
337,4.4880996997356021e+01,4.4430058351585750e+01,1.5799731783437940e+01,1.5745818209996745e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.2546932288513588e-01
338,4.4927624240777149e+01,4.4383431108164622e+01,1.5795061283596008e+01,1.5734641848535095e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.7209656630626355e-01
339,4.4981651744889469e+01,4.4329403604052303e+01,1.5787120322174175e+01,1.5721623314590548e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.2612407041858305e-01
340,4.5038482278330804e+01,4.4272573070610967e+01,1.5778326932570208e+01,1.5707849448603842e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.8295460385991831e-01
341,4.5095547703637386e+01,4.4215507645304385e+01,1.5769460709177988e+01,1.5693937790202828e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.4002002916650085e-01
342,4.5152620116252670e+01,4.4158435232689101e+01,1.5760591299193774e+01,1.5679943652970852e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.9709244178178480e-01
343,4.5209698272368719e+01,4.4101357076573052e+01,1.5751719056423168e+01,1.5665867431238443e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.5417059789783352e-01
344,4.5266780969311803e+01,4.4044274379629968e+01,1.5742844294106462e+01,1.5651709661165345e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.1125329484091750e-01
345,4.5323867083293010e+01,4.3987188265648761e+01,1.5733967307867509e+01,1.5637470853935444e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.6833940882212417e-01
346,4.5380955565482125e+01,4.3930099783459646e+01,1.5725088376530453e+01,1.5623152352648791e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,7.2542789101123972e-01
347,4.5465512283685250e+01,4.3845543065256521e+01,1.5718305149117597e+01,1.5601799579963885e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,8.0998460921436433e-01
348,4.5567130362237457e+01,4.3743924986704315e+01,1.5709323357779176e+01,1.5575911238556447e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,9.1160268776657105e-01
349,4.5668926085868591e+01,4.3642129263073180e+01,1.5700302890341767e+01,1.5549730972096828e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.0133984113977057e+00
350,4.5783091442639730e+01,4.3527963906302041e+01,1.5685220934670417e+01,1.5520076918576880e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.1275637681688444e+00
351,4.5929371082698566e+01,4.3381684266243205e+01,1.5652664711091363e+01,1.5481638681568317e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.2738434082276804e+00
352,4.6076032026226372e+01,4.3235023322715399e+01,1.5619961783814693e+01,1.5442604199740632e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.4205043517554863e+00
353,4.6222958823559537e+01,4.3088096525382234e+01,1.5587159637335219e+01,1.5403008614192405e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.5674311490886517e+00
354,4.6370132035800076e+01,4.2940923313141695e+01,1.5554264950246328e+01,1.5362861847797038e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.7146043613291901e+00
355,4.6517533855671040e+01,4.2793521493270731e+01,1.5521283860681093e+01,1.5322172233517623e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8620061812001545e+00
356,4.6665147636222486e+01,4.2645907712719286e+01,1.5488222134891608e+01,1.5280948396887087e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.0096199617516000e+00
357,4.6833546693019912e+01,4.2477508655921859e+01,1.5440881518495884e+01,1.5233349368934913e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.1780190185490262e+00
358,4.7066901397145493e+01,4.2244153951796278e+01,1.5348842633207994e+01,1.5166398439173239e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.4113737226746075e+00
359,4.7310657950717541e+01,4.2000397398224230e+01,1.5260367398209960e+01,1.5095260329880094e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.6551302762466555e+00
360,4.7559603435442185e+01,4.1751451913499587e+01,1.5173474330950977e+01,1.5021368913054349e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.9040757609712990e+00
361,4.7809333172798461e+01,4.1501722176143311e+01,1.5086202529524002e+01,1.4946016903937679e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.1538054983275750e+00
362,4.8059786612171088e+01,4.1251268736770683e+01,1.4998577295563713e+01,1.4869240249722569e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.4042589377002024e+00
363,4.8310910576351787e+01,4.1000144772589984e+01,1.4910624828265721e+01,1.4791077067433438e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.6553829018809019e+00
364,4.8562655735279336e+01,4.0748399613662436e+01,1.4822369435148806e+01,1.4711560959723787e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.9071280608084500e+00
365,4.8814976391424302e+01,4.0496078957517469e+01,1.4733833624784184e+01,1.4630729546497154e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.1594487169534169e+00
366,4.9070176290745948e+01,4.0240879058195823e+01,1.4643228801102692e+01,1.4547850427690836e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.4146486162750627e+00
367,4.9387475135020367e+01,3.9923580213921404e+01,1.4523408796008155e+01,1.4443270750453852e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.7319474605494811e+00
368,4.9715703548691344e+01,3.9595351800250427e+01,1.4404882618725944e+01,1.4333353923963220e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.0601758742204588e+00
369,5.0044886368082665e+01,3.9266168980859106e+01,1.4285948262081195e+01,1.4221409391081071e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.3893586936117792e+00
370,5.0374899504081512e+01,3.8936155844860259e+01,1.4166668291531641e+01,1.4107522241353937e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.7193718296106262e+00
371,5.0706246486292017e+01,3.8604808862649755e+01,1.4046746032068883e+01,1.3991564319557032e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.0507188118211310e+00
372,5.1037940636790559e+01,3.8273114712151212e+01,1.3928956788832242e+01,1.3873924932175672e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.3824129623196733e+00
373,5.1374248567494604e+01,3.7936806781447167e+01,1.3818414681720290e+01,1.3753117518947082e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.7187208930237183e+00
374,5.1747815523807262e+01,3.7563239825134509e+01,1.3690709785922246e+01,1.3617186762012071e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,7.0922878493363761e+00
375,5.2124360381002965e+01,3.7186694967938806e+01,1.3561607221679491e+01,1.3478397359109810e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,7.4688327065320799e+00
376,5.2500962657989625e+01,3.6810092690952146e+01,1.3432535426698998e+01,1.3337881790980877e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,7.8454349835187394e+00
377,5.2878860940507209e+01,3.6432194408434562e+01,1.3302829411311397e+01,1.3195246761557261e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,8.2233332660363239e+00
378,5.3256861321918898e+01,3.6054194027022874e+01,1.3173135625730030e+01,1.3051008095596504e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,8.6013336474480120e+00
379,5.3656914362075852e+01,3.5654140986865919e+01,1.3029748707072853e+01,1.2896731588344498e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,9.0013866876049669e+00
380,5.4106144315646951e+01,3.5204911033294820e+01,1.2855756232242836e+01,1.2721602721210619e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,9.4506166411760653e+00
381,5.4555617094387003e+01,3.4755438254554768e+01,1.2681690797388629e+01,1.2544494653646726e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,9.9000894199161174e+00
382,5.5005685092195002e+01,3.4305370256746770e+01,1.2507309565220623e+01,1.2365375578091463e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.0350157417724116e+01
383,5.5456312089816279e+01,3.3854743259125492e+01,1.2332630192708301e+01,1.2184360084087476e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.0800784415345394e+01
384,5.5997944331462087e+01,3.3313111017479685e+01,1.2099958729659219e+01,1.1964725375985953e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.1342416656991201e+01
385,5.6561348446274003e+01,3.2749706902667768e+01,1.1853445948706282e+01,1.1734051098523313e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.1905820771803118e+01
386,5.7126150473157701e+01,3.2184904875784071e+01,1.1606042226349418e+01,1.1500731044929527e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.2470622798686815e+01
387,5.7706590330138312e+01,3.1604465018803456e+01,1.1356594731310832e+01,1.1258982343535994e+01,blue,1.0000000000000000e+00,4.4655527674470882e+01,1.3051062655667428e+01
388,5.8291671445796879e+01,3.1019383903144888e+01,1.1106577641753605e+01,1.1013471887867983e+01,blue,1.0000000000000000e+00,4.4655527674470882e+01,1.3636143771325996e+01
389,5.8877407790316823e+01,3.0433647558624948e+01,1.0856586834242272e+01,1.0766039579822010e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.4221880115845938e+01
390,5.9463729386302283e+01,2.9847325962639488e+01,1.0606708579514777e+01,1.0516884438139133e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.4808201711831398e+01
391,6.0069307757251721e+01,2.9241747591690054e+01,1.0345876624132755e+01,1.0258179924604580e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.5413780082780834e+01
392,6.0746578308754607e+01,2.8564477040187171e+01,1.0044380420823330e+01,9.9674203177431799e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.6091050634283718e+01
393,6.1425231381049841e+01,2.7885823967891938e+01,9.7421001583294231e+00,9.6747844198536690e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.6769703706578952e+01
394,6.2105085727010071e+01,2.7205969621931708e+01,9.4390915858841069e+00,9.3805670012050690e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.7449558052539182e+01
395,6.2786033858554006e+01,2.6525021490387772e+01,9.1354181959382235e+00,9.0850214745497659e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8130506184083117e+01
396,6.3467978954230034e+01,2.5843076394711741e+01,8.8311373641019557e+00,8.7883861286642322e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.8812451279759145e+01
397,6.4150832594564633e+01,2.5160222754377138e+01,8.5263015187417324e+00,8.4908861521083203e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,1.9495304920093748e+01
398,6.4834514147335724e+01,2.4476541201606043e+01,8.2209584930129740e+00,8.1927286053865522e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.0178986472864842e+01
399,6.5518564547303725e+01,2.3792490801638039e+01,7.9171289293728941e+00,7.8942791751555923e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.0863036872832843e+01
400,6.6270137456974211e+01,2.3040917891967553e+01,7.5875365526706284e+00,7.5664015787789403e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.1614609782503329e+01
401,6.7068526514878968e+01,2.2242528834062799e+01,7.2373093978815852e+00,7.2183395309883203e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.2412998840408086e+01
402,6.7868896154505222e+01,2.1442159194436542e+01,6.8860532828770165e+00,6.8698655912921289e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.3213368480034340e+01
403,6.8670904869229616e+01,2.0640150479712148e+01,6.5339146658517722e+00,6.5213204113678707e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.4015377194758734e+01
404,6.9493242851993159e+01,1.9817812496948605e+01,6.1800130878156567e+00,6.1647914870946501e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.4837715177522277e+01
405,7.0336946994760268e+01,1.8974108354181499e+01,5.8197990514281237e+00,5.8000692054821492e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.5681419320289386e+01
406,7.1182257286697578e+01,1.8128798062244190e+01,5.4587937392067785e+00,5.4359004636463659e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.6526729612226696e+01
407,7.2085340419987062e+01,1.7225714928954712e+01,5.0761277537855394e+00,5.0483883889112384e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.7429812745516173e+01
408,7.3097086969016829e+01,1.6213968379924939e+01,4.6527690846147189e+00,4.6163301546209290e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,2.8441559294545947e+01
409,7.4111559733048466e+01,1.5199495615893309e+01,4.2282585077003043e+00,4.1854980228676517e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,2.9456032058577577e+01
410,7.5128618678206692e+01,1.4182436670735084e+01,3.8026331645467382e+00,3.7561332006026795e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.0473091003735803e+01
411,7.6148028087044707e+01,1.3163027261897065e+01,3.3759967829707245e+00,3.3284827632104488e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.1492500412573822e+01
412,7.7169573788466209e+01,1.2141481560475560e+01,2.9484434068713439e+00,2.9027656765910059e+00,blue,1.0000000000000000e+00,4.4655527674470882e+01,3.2514046113995327e+01
413,7.8193060791888954e+01,1.1117994557052818e+01,2.5200583363746043e+00,2.4791624694525503e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.3537533117418064e+01
414,7.9218311923942096e+01,1.0092743424999675e+01,2.0909187808507124e+00,2.0578291061067979e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.4562784249471207e+01
415,8.0245166477111042e+01,9.0658888718307296e+00,1.6610945018184708e+00,1.6388904969738327e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.5589638802640152e+01
416,8.1323175977075238e+01,7.9878793718665371e+00,1.2171023419309297e+00,1.2024029141257451e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,3.6667648302604348e+01
417,8.2434707837777680e+01,6.8763475111640906e+00,7.6376100512943035e-01,7.5591753107778814e-01,blue,1.0000000000000000e+00,4.4655527674470882e+01,3.7779180163306798e+01
418,8.3561864236289892e+01,5.7491911126518733e+00,3.0760604889231780e-01,3.0686486132430346e-01,blue,1.0000000000000000e+00,4.4655527674470882e+01,3.8906336561819010e+01
419,8.4705717998629822e+01,4.6053373503119470e+00,-1.4579283895923445e-01,-1.4503993964609307e-01,blue,1.0000000000000000e+00,4.4655527674470882e+01,4.0050190324158940e+01
420,8.5856596088203517e+01,3.4544592607382572e+00,-5.9248777165386834e-01,-5.9588528589841516e-01,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.1201068413732628e+01
421,8.7024850080012385e+01,2.2862052689293906e+00,-1.0356873909544329e+00,-1.0496477309849830e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.2369322405541496e+01
422,8.8214363751146948e+01,1.0966915977948322e+00,-1.4804829694348949e+00,-1.5076921151298812e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.3558836076676059e+01
423,8.9437789967802232e+01,-1.2673461886045323e-01,-1.9269642556429210e+00,-1.9746779982524423e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.4782262293331343e+01
424,9.0663727840189765e+01,-1.3526724912479926e+00,-2.3738725269210503e+00,-2.4385060321256979e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.6008200165718875e+01
425,9.1923371057924825e+01,-2.6123157089830511e+00,-2.8226707851877411e+00,-2.9108700745697398e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.7267843383453936e+01
426,9.3217387315217024e+01,-3.9063319662752467e+00,-3.2724422730982301e+00,-3.3917547598160205e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.8561859640746135e+01
427,9.4529194923338963e+01,-5.2181395743971839e+00,-3.7233613695451235e+00,-3.8748157711585769e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,4.9873667248868074e+01
428,9.5842884735845729e+01,-6.5318293869039525e+00,-4.1745180795779291e+00,-4.3541708368716705e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.1187357061374840e+01
429,9.7176080852201977e+01,-7.8650255032601999e+00,-4.6257226900932009e+00,-4.8362106406099166e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.2520553177731088e+01
430,9.8526155434992432e+01,-9.2151000860506542e+00,-5.0769501056844550e+00,-5.3198648537675091e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.3870627760521543e+01
431,9.9886504640962457e+01,-1.0575449292020679e+01,-5.5295495466906353e+00,-5.8026731414911374e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.5230976966491568e+01
432,1.0125497688602667e+02,-1.1943921537084883e+01,-5.9826375375724963e+00,-6.2838108171524105e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.6599449211555779e+01
433,1.0264527342162430e+02,-1.3334218072682511e+01,-6.4356631724779705e+00,-6.7679512324964968e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.7989745747153407e+01
434,1.0407193245824313e+02,-1.4760877109301340e+01,-6.8877055555599167e+00,-7.2598502915790242e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,5.9416404783772236e+01
435,1.0550669890598076e+02,-1.6195643557038970e+01,-7.3406992579634602e+00,-7.7494953681935463e+00,blue,1.0000000000000000e+00,4.4655527674470889e+01,6.0851171231509866e+01
436,1.0695296543430882e+02,-1.7641910085367034e+01,-7.7931444841749453e+00,-8.2378706881107711e+00,blue,1.0000000000000000e+00,4.4655527674470896e+01,6.2297437759837926e+01
437,1.0841542186321796e+02,-1.9104366514276169e+01,-8.2451777422211805e+00,-8.7263152842290275e+00,blue,1.0000000000000000e+00,4.4655527674470896e+01,6.3759894188747062e+01
438,1.0990321151769631e+02,-2.0592156168754514e+01,-8.6975876396997869e+00,-9.2175217864435091e+00,blue,1.0000000000000000e+00,4.4655527674470896e+01,6.5247683843225417e+01
439,1.1140602717750828e+02,-2.2094971828566489e+01,-9.1505852671948702e+00,-9.7076857232142366e+00,blue,1.0000000000000000e+00,4.4655527674470896e+01,6.6750499503037389e+01
440,1.1291634166073607e+02,-2.3605286311794270e+01,-9.6070041252176264e+00,-1.0194017088997096e+01,blue,1.0000000000000000e+00,4.4655527674470896e+01,6.8260813986265163e+01
441,1.1442894121469722e+02,-2.5117885865755419e+01,-1.0070145153282386e+01,-1.0674545334271553e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,6.9773413540226315e+01
442,1.1595352899510021e+02,-2.6642473646158418e+01,-1.0540366068353977e+01,-1.1151994124977417e+01,blue,1.0000000000000000e+00,4.4655527674470896e+01,7.1298001320629311e+01
443,1.1749101909669213e+02,-2.8179963747750332e+01,-1.1018285936075968e+01,-1.1626183180423194e+01,blue,1.0000000000000000e+00,4.4655527674470896e+01,7.2835491422221224e+01
444,1.1903932875710076e+02,-2.9728273408158962e+01,-1.1495864220505803e+01,-1.2095972289658388e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,7.4383801082629859e+01
445,1.2060105909275160e+02,-3.1290003743809791e+01,-1.1977409440380541e+01,-1.2561603307796357e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,7.5945531418280694e+01
446,1.2217766334918834e+02,-3.2866608000246529e+01,-1.2457978106116858e+01,-1.3022891641646932e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,7.7522135674717433e+01
447,1.2376546520401426e+02,-3.4454409855072456e+01,-1.2937650052408326e+01,-1.3478122728149909e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,7.9109937529543359e+01
448,1.2536112039917205e+02,-3.6050065050230238e+01,-1.3414302756999787e+01,-1.3925720478549746e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.0705592724701148e+01
449,1.2695988332832434e+02,-3.7648827979382524e+01,-1.3884737023355942e+01,-1.4363788062611885e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.2304355653853435e+01
450,1.2856705043989467e+02,-3.9255995090952858e+01,-1.4351381511298634e+01,-1.4793185583142073e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.3911522765423769e+01
451,1.3017385609307527e+02,-4.0862800744133466e+01,-1.4805207430887545e+01,-1.5211002273294692e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.5518328418604369e+01
452,1.3178268539441189e+02,-4.2471630045470071e+01,-1.5250737919436450e+01,-1.5617349437776451e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.7127157719940982e+01
453,1.3339325242013970e+02,-4.4082197071197896e+01,-1.5687584491093704e+01,-1.6011619316512220e+01,blue,1.0000000000000000e+00,4.4655527674470903e+01,8.8737724745668800e+01
454,1.3499676977143162e+02,-4.5685714422489824e+01,-1.6109343952829793e+01,-1.6391243837916132e+01,blue,1.0000000000000000e+00,4.4655527674470896e+01,9.0341242096960713e+01
455,1.3659535722423794e+02,-4.7284301875296165e+01,-1.6523166005762249e+01,-1.6756399487477037e+01,blue,1.0000000000000000e+00,4.4655527674470889e+01,9.1939829549767055e+01
456,1.3818439785778884e+02,-4.8873342508847074e+01,-1.6926376948369118e+01,-1.7105760769462218e+01,blue,1.0000000000000000e+00,4.4655527674470882e+01,9.3528870183317963e+01
457,1.3973032379487086e+02,-5.0419268445929106e+01,-1.7280862857590883e+01,-1.7432204818103511e+01,blue,1.0000000000000000e+00,4.4655527674470875e+01,9.5074796120399981e+01
458,1.4125144409896365e+02,-5.1940388750021910e+01,-1.7599067904669564e+01,-1.7740097637306175e+01,blue,1.0000000000000000e+00,4.4655527674470868e+01,9.6595916424492771e+01
459,1.4276666918834746e+02,-5.3455613839405714e+01,-1.7903894069006146e+01,-1.8033324499510510e+01,blue,1.0000000000000000e+00,4.4655527674470875e+01,9.8111141513876589e+01
